DoB_month,DoB_day,DoB_year,Age,Name,College,Sex,Eye_Colour,Hair_Colour,Head_length,Face_breadth,Face_iobreadth
10,10,1883,19,Jesse Garcia,Queen's,Male,light,red,20.828,14.986,5.3340000000000005
2,25,1865,29,Jeffrey Garcia,Magdalene,Male,medium,dark,19.558,14.986,6.604
1,2,1892,22,Danny Ford,Trinity,Male,dark,jet-black,19.558,14.986,6.35
2,24,1891,19,Adam Brooks,Queen's,Male,light,jet-black,19.558,14.732,5.588000000000001
10,1,1885,21,Angel Lopez,Fitzwilliam,Male,dark,fair,19.304,15.494,6.604
6,27,1892,22,Allen Soto,Trinity,Male,medium,brown,20.066000000000003,15.24,6.8580000000000005
6,18,1890,19,Stuart Pitts,Peterhouse,Male,dark,jet-black,19.558,14.732,6.35
9,29,1899,18,Brian Nelson,Corpus Christi,Male,medium,jet-black,19.05,15.24,6.35
8,13,1890,19,Lisa Crawford,Girton,Female,dark,dark,18.796000000000003,14.732,6.096
10,17,1895,23,Richard Gardner,Fitzwilliam,Male,medium,jet-black,20.573999999999998,15.24,6.35
8,8,1886,18,Nathan Barrett,King's,Male,medium,fair,19.05,15.24,6.096
2,1,1877,19,Joshua Harvey,Trinity,Male,medium,brown,19.812,14.223999999999998,5.3340000000000005
5,22,1890,20,Jerry Barnes,St John's,Male,medium,fair,20.573999999999998,14.732,6.096
6,3,1882,25,Corey Ayers,Jesus,Male,dark,fair,18.796000000000003,15.24,6.8580000000000005
5,7,1870,19,Trevor Watts,Emmanuel,Male,light,brown,19.558,16.002,6.35
10,9,1893,21,Cory Barker,Trinity Hall,Male,light,brown,19.558,14.732,6.604
6,27,1878,27,Brandon Greene,Pembroke,Male,dark,jet-black,19.812,15.748000000000001,5.842
2,4,1871,21,John Blackwell,St Catharine's,Male,light,fair,19.558,15.748000000000001,5.588000000000001
9,7,1873,20,Joshua Cooper,Fitzwilliam,Male,dark,jet-black,19.812,14.732,6.096
5,26,1890,21,Nathan Harris,Downing,Male,medium,jet-black,20.32,14.986,6.096
4,15,1899,18,Pamela Meyer,Newnham,Female,light,jet-black,18.034,14.732,5.842
11,24,1894,18,Brandon West,Emmanuel,Male,dark,dark,19.05,15.24,5.588000000000001
5,28,1886,23,Kevin Nguyen,Clare,Male,dark,brown,19.812,15.748000000000001,6.604
4,16,1891,18,John Ochoa,King's,Male,medium,fair,20.573999999999998,14.732,6.096
6,9,1868,22,Christian Herrera,Emmanuel,Male,dark,jet-black,20.573999999999998,15.24,6.35
10,21,1885,20,Maurice Pearson,St John's,Male,medium,jet-black,20.066000000000003,15.494,6.35
11,24,1887,22,Sergio Jimenez,King's,Male,medium,fair,19.304,14.986,6.096
11,23,1866,23,Michael Thompson,Emmanuel,Male,dark,jet-black,20.066000000000003,15.494,6.096
5,18,1887,18,Kenneth Morris,Jesus,Male,dark,dark,18.796000000000003,15.494,6.604
1,1,1877,22,Christopher Cole,Magdalene,Male,light,fair,19.05,14.732,5.588000000000001
5,13,1885,19,Logan Hall,Corpus Christi,Male,light,jet-black,21.082,15.494,6.35
2,19,1886,19,James Marsh,Gonville & Caius,Male,medium,jet-black,19.812,15.494,6.096
12,11,1864,30,Luis Garcia,Jesus,Male,dark,jet-black,20.32,15.748000000000001,6.8580000000000005
10,26,1898,20,Jacob Miller,Corpus Christi,Male,dark,jet-black,19.812,14.478000000000002,6.604
1,6,1887,29,Bobby Willis,Queen's,Male,medium,fair,19.812,15.494,6.604
5,15,1886,24,Jeffery Martinez,Trinity,Male,dark,jet-black,19.558,15.24,6.35
11,29,1894,22,Kevin Fox,Emmanuel,Male,light,fair,20.066000000000003,16.002,5.588000000000001
9,22,1895,23,Martin Rangel,Corpus Christi,Male,light,jet-black,19.558,14.986,6.096
3,10,1869,20,Nathaniel Johnson,Pembroke,Male,dark,jet-black,20.066000000000003,15.24,5.842
1,13,1874,20,Brandon Wolfe,Jesus,Male,dark,jet-black,20.573999999999998,15.494,6.35
10,1,1878,23,Jack Haynes,St Catharine's,Male,dark,red,19.304,15.748000000000001,6.604
8,18,1874,19,Stephen Davidson,Trinity Hall,Male,light,red,20.066000000000003,16.002,6.096
4,11,1873,22,Jerry Richards,Magdalene,Male,dark,fair,19.304,15.494,6.8580000000000005
10,27,1869,22,Jerry Hill,St John's,Male,light,red,20.066000000000003,15.24,6.096
9,10,1869,20,Jonathan Wright,St John's,Male,medium,fair,18.541999999999998,15.494,6.604
5,18,1875,20,Tyler Gillespie,Jesus,Male,dark,dark,20.066000000000003,14.478000000000002,6.604
12,12,1871,19,Jesse Johnson,Jesus,Male,medium,dark,19.812,15.24,6.096
1,5,1865,24,Jesse Miller,St Catharine's,Male,dark,fair,20.066000000000003,15.494,6.096
1,30,1880,21,Adam Robinson,King's,Male,medium,fair,20.32,15.24,6.604
7,13,1865,24,Jesus Cameron,Jesus,Male,light,jet-black,20.32,16.256,6.35
7,3,1876,20,David Reed,Peterhouse,Male,dark,fair,18.541999999999998,15.748000000000001,6.35
2,17,1884,30,Jacob Lawrence,King's,Male,dark,dark,19.304,14.986,6.35
11,17,1870,28,Randy Harding,Selwyn,Male,light,jet-black,19.812,15.494,5.842
2,28,1867,26,Stephen Wells,Pembroke,Male,dark,dark,19.812,15.748000000000001,5.842
1,12,1869,24,Andrew Fox,Trinity,Male,medium,fair,19.812,15.494,6.35
11,23,1890,21,Keith Phillips,Peterhouse,Male,dark,jet-black,20.066000000000003,15.24,6.096
3,3,1875,18,Joseph Steele,King's,Male,light,brown,19.304,16.002,6.8580000000000005
8,10,1885,18,Andrew Rogers,Sidney Sussex,Male,light,brown,19.558,15.24,6.35
12,25,1874,19,William Schmidt,Selwyn,Male,light,fair,18.796000000000003,15.24,6.35
1,1,1890,22,Eric Love,King's,Male,dark,fair,20.32,15.494,6.096
1,15,1868,25,Michael Young,St Edmund's,Male,dark,brown,20.066000000000003,14.732,6.096
11,4,1873,19,Randy Noble,Trinity,Male,medium,jet-black,20.573999999999998,15.24,6.096
5,11,1874,27,Brian Russell,Trinity,Male,medium,red,18.796000000000003,16.256,5.842
10,6,1891,19,Justin Allen,Queen's,Male,medium,jet-black,19.304,15.494,6.096
9,8,1884,21,Nicholas Daniels,Pembroke,Male,medium,fair,19.558,15.748000000000001,6.096
3,15,1898,18,Paul Johnson,Fitzwilliam,Male,medium,dark,20.32,14.986,5.842
6,28,1887,30,Joshua Larson,Sidney Sussex,Male,dark,fair,21.082,15.24,5.588000000000001
3,3,1878,19,Tyler Miles,Corpus Christi,Male,dark,fair,19.304,15.494,5.842
11,7,1890,21,Jonathan Frost,Christ's,Male,medium,fair,20.32,15.24,6.604
8,6,1875,24,Jeremy Smith,Fitzwilliam,Male,dark,fair,20.32,14.478000000000002,5.842
10,15,1899,19,Joseph Brown,Trinity,Male,medium,fair,19.812,14.986,5.588000000000001
12,14,1873,24,Travis Lawson,St Catharine's,Male,dark,red,20.573999999999998,15.494,5.588000000000001
1,29,1879,18,Kenneth Dixon,Emmanuel,Male,light,fair,19.304,15.494,5.842
11,24,1891,18,Michael Blankenship,St Catharine's,Male,dark,jet-black,19.812,15.494,6.35
4,24,1886,18,Cameron Burke,Gonville & Caius,Male,light,jet-black,20.573999999999998,14.732,5.08
10,20,1901,18,Anthony Kemp,St Catharine's,Male,dark,dark,20.573999999999998,14.986,6.35
12,8,1875,19,Chad Ruiz,St Catharine's,Male,dark,fair,19.558,14.986,6.35
8,9,1892,19,Kyle Mathis,St Edmund's,Male,medium,fair,19.05,14.478000000000002,6.604
2,11,1884,22,Robert Hunt,Pembroke,Male,light,jet-black,20.066000000000003,14.478000000000002,6.096
9,7,1875,21,Shane Thomas,St John's,Male,dark,fair,19.558,15.748000000000001,6.604
6,28,1889,23,Joe Hubbard,Christ's,Male,dark,fair,19.812,16.256,5.3340000000000005
3,22,1885,22,Patrick Joyce,Sidney Sussex,Male,medium,fair,19.558,14.223999999999998,5.842
11,6,1878,21,Casey Barnes,Magdalene,Male,dark,dark,20.32,15.494,5.842
12,28,1878,18,Kevin Hicks,Christ's,Male,dark,jet-black,20.066000000000003,14.478000000000002,6.35
11,16,1901,19,Ronald Smith,Corpus Christi,Male,light,jet-black,19.812,14.986,6.604
9,17,1886,22,Kevin Robertson,Selwyn,Male,light,fair,20.573999999999998,15.24,6.604
5,3,1882,24,Alexander Harris,St Catharine's,Male,medium,brown,18.796000000000003,15.494,6.35
9,7,1902,18,Joseph Sullivan,Jesus,Male,light,fair,20.32,15.24,6.35
1,7,1892,18,Marco Freeman,Sidney Sussex,Male,dark,fair,20.066000000000003,14.223999999999998,6.8580000000000005
2,19,1875,22,Anthony Deleon,St Catharine's,Male,medium,fair,19.05,15.24,6.096
8,19,1869,25,Adrian Levine,Emmanuel,Male,light,brown,19.812,15.748000000000001,5.842
2,23,1888,18,David Figueroa,St Edmund's,Male,dark,red,20.066000000000003,15.494,5.842
5,27,1887,21,Brent Dillon,St Edmund's,Male,dark,fair,20.066000000000003,14.986,6.35
8,31,1876,20,Jonathan Garcia,Trinity,Male,dark,jet-black,20.066000000000003,16.256,6.096
11,30,1873,24,Maxwell Howard,Fitzwilliam,Male,dark,jet-black,20.066000000000003,15.24,5.842
10,22,1890,19,Brandon Cline,Trinity,Male,medium,red,19.812,15.494,5.842
5,10,1896,23,Derrick Fowler,Pembroke,Male,dark,fair,19.558,14.478000000000002,5.842
5,30,1894,25,Rick Fisher,Christ's,Male,dark,dark,20.066000000000003,17.018,5.842
10,29,1892,22,Gilbert Morales,Selwyn,Male,light,jet-black,19.812,15.24,6.35
3,28,1887,20,Joshua Randall,Selwyn,Male,medium,fair,19.304,14.986,5.842
12,21,1873,19,James Whitehead,Selwyn,Male,dark,fair,19.558,15.494,6.35
7,1,1893,22,Timothy Jordan,Clare,Male,light,fair,19.304,14.986,6.8580000000000005
4,8,1874,18,Mark Coleman,Emmanuel,Male,dark,jet-black,20.32,15.748000000000001,5.842
3,17,1886,25,Andrew Tucker,Clare,Male,medium,jet-black,19.812,16.002,6.35
11,18,1885,24,Gene Evans,Pembroke,Male,light,brown,20.573999999999998,14.478000000000002,6.096
7,22,1870,20,Andrew Martin,Trinity,Male,medium,brown,20.828,15.24,5.588000000000001
11,17,1871,23,John Mcdonald,Jesus,Male,dark,brown,19.812,15.24,6.8580000000000005
3,17,1897,21,Patrick Martinez,Emmanuel,Male,medium,jet-black,19.05,14.478000000000002,6.604
12,5,1888,23,Albert Adams,Queen's,Male,dark,red,20.32,15.24,5.842
6,12,1882,22,Ryan Davis,Gonville & Caius,Male,medium,brown,20.573999999999998,15.24,5.842
3,26,1866,30,Alexander Burgess,Emmanuel,Male,dark,brown,19.304,14.732,5.3340000000000005
10,13,1870,24,Steven Pratt,Gonville & Caius,Male,medium,fair,20.32,14.732,5.842
1,3,1873,19,Edward Vargas,Corpus Christi,Male,dark,red,19.812,13.716000000000001,5.842
5,7,1884,23,Roy Garcia,Queen's,Male,medium,jet-black,19.05,14.732,6.096
8,18,1880,21,Timothy Williams,Trinity,Male,light,fair,19.558,14.986,6.096
2,17,1869,22,Justin Thompson,Queen's,Male,light,brown,20.573999999999998,16.256,5.588000000000001
5,18,1889,18,James Myers,Trinity Hall,Male,medium,jet-black,19.304,15.494,5.842
10,11,1881,19,Jason Williams,Trinity Hall,Male,dark,fair,18.796000000000003,15.24,5.842
12,25,1895,20,James Thomas,Selwyn,Male,dark,jet-black,19.558,15.24,7.111999999999999
7,5,1881,23,Dillon Jefferson,Emmanuel,Male,dark,fair,20.828,16.002,6.096
11,1,1866,23,Mark Gomez,Fitzwilliam,Male,light,dark,19.304,15.494,5.842
7,18,1890,23,David Walsh,Downing,Male,medium,dark,19.812,14.986,6.35
2,15,1898,22,Charles Lowe,Queen's,Male,medium,dark,19.558,14.986,5.588000000000001
10,25,1899,19,Robert Briggs,Gonville & Caius,Male,light,fair,20.066000000000003,14.986,5.588000000000001
12,26,1885,23,Steven Benjamin,Jesus,Male,light,red,19.812,14.732,6.096
1,24,1877,28,Nicholas Porter,St John's,Male,dark,brown,20.828,14.478000000000002,6.35
11,30,1882,23,Jason Myers,St Edmund's,Male,dark,red,19.812,13.97,6.604
7,21,1877,24,Wayne Moses,Downing,Male,dark,jet-black,19.812,14.986,6.604
1,3,1885,23,Kyle Bryant,Fitzwilliam,Male,dark,fair,20.066000000000003,14.223999999999998,6.35
10,2,1890,19,Benjamin Allen,Corpus Christi,Male,dark,dark,19.558,15.24,5.842
5,5,1895,19,Brett Jordan,St John's,Male,dark,jet-black,20.573999999999998,14.223999999999998,6.35
9,1,1881,24,John Garcia,Pembroke,Male,dark,brown,20.573999999999998,16.002,6.35
9,22,1874,23,Patrick Newton,Sidney Sussex,Male,dark,dark,19.558,15.748000000000001,6.35
12,10,1887,19,Roger Rodriguez,Emmanuel,Male,light,jet-black,20.066000000000003,15.24,5.588000000000001
4,28,1890,21,Ethan Brady,Selwyn,Male,dark,jet-black,19.558,15.748000000000001,6.8580000000000005
11,24,1876,24,Peter Henderson,Downing,Male,light,fair,19.558,14.478000000000002,6.35
12,16,1870,19,Matthew Young,Queen's,Male,medium,jet-black,20.066000000000003,14.986,6.604
3,3,1893,22,Jeremiah Mendez,Magdalene,Male,medium,dark,20.32,15.494,5.842
2,20,1890,20,Benjamin Mills,King's,Male,light,fair,19.812,14.732,6.35
3,6,1885,24,Riley Sullivan,Emmanuel,Male,dark,brown,20.573999999999998,15.494,6.604
2,3,1876,22,Robert Reid,Fitzwilliam,Male,medium,jet-black,20.573999999999998,15.494,5.842
3,7,1889,19,Stephen Griffin,Trinity,Male,dark,jet-black,19.304,14.986,5.3340000000000005
7,12,1892,24,Matthew Hull,St John's,Male,light,brown,19.304,15.24,5.842
8,8,1892,19,Nathan Stark,Christ's,Male,dark,red,19.812,15.24,6.096
11,11,1891,20,Christopher Leonard,Trinity,Male,dark,jet-black,20.32,15.24,5.842
7,23,1873,18,Keith Kelly,Trinity Hall,Male,light,fair,19.812,14.986,5.588000000000001
1,29,1887,21,Victor Beasley,Jesus,Male,dark,brown,20.32,15.24,6.35
5,4,1885,20,Rodney Lawrence,Pembroke,Male,dark,fair,20.32,15.494,6.35
6,13,1878,19,Andrew Bowman,Corpus Christi,Male,medium,fair,20.32,14.986,6.604
6,18,1876,21,Tyler Cooper,Emmanuel,Male,dark,jet-black,19.812,14.986,5.588000000000001
4,14,1876,28,Adam Hogan,Trinity,Male,medium,fair,21.082,15.24,5.842
10,1,1874,19,Nathan Phillips,St Edmund's,Male,dark,brown,19.558,14.986,6.35
10,21,1894,20,Brandon Hall,Selwyn,Male,medium,dark,19.812,15.494,6.35
11,24,1894,24,Richard Brady,Fitzwilliam,Male,light,red,20.32,15.24,6.35
9,22,1876,20,Anna Hoffman,Girton,Female,medium,brown,19.304,14.223999999999998,5.588000000000001
6,12,1890,24,Zachary Sanchez,Clare,Male,light,red,20.573999999999998,14.986,5.842
8,19,1875,24,Matthew Gordon,Emmanuel,Male,medium,jet-black,20.066000000000003,14.732,5.842
1,29,1880,23,Hailey Ritter,Newnham,Female,medium,jet-black,18.796000000000003,14.732,6.096
6,19,1870,22,Kurt Ward,Emmanuel,Male,medium,jet-black,20.828,14.986,6.096
7,25,1895,19,David Davis,Gonville & Caius,Male,dark,jet-black,19.304,16.002,6.8580000000000005
10,28,1875,23,Blake Barnes,Gonville & Caius,Male,medium,jet-black,19.812,15.24,5.842
5,27,1890,24,Steven Fitzpatrick,Magdalene,Male,dark,jet-black,19.558,15.24,5.842
12,17,1896,21,Tony Wallace,St Catharine's,Male,medium,brown,19.05,16.256,6.096
3,11,1887,29,Jim Gonzalez,Trinity,Male,medium,fair,20.573999999999998,16.256,6.35
7,17,1872,24,Scott Warner,Selwyn,Male,dark,brown,21.082,14.986,5.588000000000001
9,15,1894,19,Daniel Patrick,Magdalene,Male,medium,dark,19.812,14.478000000000002,6.604
7,28,1885,20,Craig Washington,Emmanuel,Male,medium,dark,19.304,14.986,5.842
9,26,1892,24,Kevin Stevens,Fitzwilliam,Male,light,dark,20.32,15.24,6.35
6,23,1886,27,Michael Buck,Fitzwilliam,Male,dark,fair,19.812,15.24,6.096
5,22,1893,20,Henry Holland,St Edmund's,Male,light,fair,20.066000000000003,16.764,6.604
10,3,1898,18,Kevin Silva,Queen's,Male,light,dark,20.32,16.002,5.588000000000001
12,24,1884,24,Chad Anderson,Trinity Hall,Male,medium,brown,20.066000000000003,15.748000000000001,6.604
5,22,1878,28,Luke Rowe,Clare,Male,dark,dark,20.573999999999998,15.24,6.604
11,24,1874,29,Victor Turner,Clare,Male,medium,brown,19.812,16.002,5.588000000000001
9,30,1885,20,Aaron Wiley,Downing,Male,dark,brown,20.066000000000003,14.986,6.35
4,4,1868,21,Mary Alexander,Hughes Hall,Female,dark,jet-black,17.526,13.97,5.842
7,28,1874,21,Christopher Wood,Queen's,Male,dark,jet-black,20.573999999999998,16.51,6.096
12,12,1900,18,Michael White,Emmanuel,Male,dark,fair,20.828,15.748000000000001,6.096
3,23,1891,18,Aaron Page,Emmanuel,Male,dark,red,20.573999999999998,15.494,5.842
10,21,1868,22,Scott Farmer,Corpus Christi,Male,dark,red,21.082,14.986,6.35
1,23,1879,20,Steve Morris,Magdalene,Male,dark,fair,19.558,16.256,5.842
5,21,1891,20,Peter Vasquez,Queen's,Male,dark,brown,19.304,15.494,6.8580000000000005
11,12,1875,18,Edward Petersen,Sidney Sussex,Male,dark,fair,19.558,14.732,5.842
4,23,1867,24,Randy Knapp,Christ's,Male,dark,fair,19.812,15.24,6.096
6,23,1882,18,Alexander Schultz,Trinity,Male,dark,dark,19.812,14.986,5.842
2,21,1879,19,Nathan Salas,St Edmund's,Male,light,red,19.304,14.986,6.35
2,28,1873,24,Paul Hawkins,Selwyn,Male,light,dark,19.812,14.478000000000002,6.35
10,31,1887,24,Matthew Sims,Corpus Christi,Male,medium,jet-black,19.558,15.748000000000001,6.096
9,30,1876,22,Stephen Singh,St Edmund's,Male,dark,jet-black,19.304,15.748000000000001,5.842
1,7,1871,23,Edward Parker,Sidney Sussex,Male,light,jet-black,19.812,15.494,6.35
6,14,1888,20,David Mccall,Magdalene,Male,light,dark,20.32,15.494,7.111999999999999
4,27,1885,22,Alexander Walker,Fitzwilliam,Male,dark,dark,19.304,14.223999999999998,6.8580000000000005
3,18,1873,21,Michael Smith,Fitzwilliam,Male,light,dark,18.796000000000003,16.256,6.096
12,16,1871,20,Donald Pierce,Downing,Male,medium,brown,20.828,14.986,6.096
4,15,1869,22,Jose Long,Emmanuel,Male,dark,fair,19.05,14.478000000000002,6.096
5,3,1888,27,Jared Bryant,Downing,Male,dark,dark,19.558,15.494,5.3340000000000005
5,28,1893,18,Larry Ryan,King's,Male,dark,jet-black,20.066000000000003,15.748000000000001,5.588000000000001
4,8,1876,23,Scott Myers,Peterhouse,Male,dark,dark,20.573999999999998,15.748000000000001,6.096
11,1,1896,20,Edward Coleman,Queen's,Male,medium,brown,20.066000000000003,15.24,6.096
5,24,1886,20,Jackson Wilson,St John's,Male,dark,red,19.812,14.732,6.096
2,6,1888,22,Michael Jones,Christ's,Male,light,fair,20.066000000000003,15.494,6.096
8,5,1890,18,Ryan Craig,Selwyn,Male,dark,jet-black,19.558,16.51,6.604
8,22,1887,22,Mark Davis,Pembroke,Male,dark,red,19.812,15.748000000000001,6.096
4,2,1888,18,Timothy Fox,Queen's,Male,medium,jet-black,20.573999999999998,15.24,5.842
7,26,1871,20,Matthew Martinez,Trinity Hall,Male,light,jet-black,19.812,15.24,6.35
8,24,1886,23,Holly Kennedy,Girton,Female,light,brown,18.288,14.223999999999998,5.588000000000001
6,20,1893,20,Michael Dennis,Clare,Male,dark,jet-black,20.573999999999998,15.748000000000001,6.604
6,9,1877,27,Dean Davis,Christ's,Male,dark,jet-black,20.573999999999998,14.986,6.35
1,3,1873,21,Austin Johnston,Corpus Christi,Male,dark,fair,20.066000000000003,14.732,6.096
4,28,1876,24,David Brown,Gonville & Caius,Male,dark,fair,19.812,15.24,5.842
9,10,1876,23,David Johnston,Emmanuel,Male,dark,brown,19.812,14.732,6.604
1,20,1866,23,Donald Ayers,Jesus,Male,dark,fair,20.32,16.51,6.35
11,12,1874,29,Roy Anderson,Jesus,Male,light,brown,19.558,16.002,6.35
9,7,1890,23,Jacob Johnson,Trinity,Male,light,red,20.066000000000003,15.748000000000001,5.842
4,30,1873,20,Alexander Kennedy,Clare,Male,dark,jet-black,19.558,14.732,5.842
12,1,1890,21,John Ward,St John's,Male,dark,red,19.812,14.478000000000002,6.35
4,16,1871,19,Christopher Johnson,Fitzwilliam,Male,medium,dark,18.796000000000003,15.494,6.096
2,5,1887,24,Robert Miller,Selwyn,Male,dark,jet-black,19.558,15.494,6.604
11,2,1880,23,Todd Robinson,Gonville & Caius,Male,dark,dark,18.796000000000003,15.24,6.604
12,7,1870,26,Paul Perez,Downing,Male,dark,jet-black,19.05,14.986,6.35
3,1,1883,24,Christopher Myers,Jesus,Male,dark,dark,21.082,15.494,6.35
3,18,1866,27,Steven Rodgers,Gonville & Caius,Male,medium,dark,19.812,15.494,6.604
9,3,1875,24,Gary Owens,Gonville & Caius,Male,dark,brown,19.304,15.748000000000001,6.35
3,31,1880,20,Joseph Johns,Pembroke,Male,dark,jet-black,18.796000000000003,14.986,6.604
8,26,1875,22,Joel Brown,Trinity,Male,dark,jet-black,19.558,14.732,5.588000000000001
1,21,1879,26,John Franklin,St John's,Male,dark,brown,19.812,16.51,6.604
8,11,1871,24,Robert Brown,St John's,Male,dark,red,20.828,14.732,6.096
1,17,1870,21,Edward Peterson,St Edmund's,Male,dark,jet-black,19.558,15.24,5.3340000000000005
5,21,1870,20,Tim Carey,Queen's,Male,dark,red,19.812,14.478000000000002,5.3340000000000005
12,25,1878,20,Justin Huang,Fitzwilliam,Male,light,dark,19.558,16.256,6.35
2,12,1897,18,William Jones,Clare,Male,dark,fair,19.812,14.478000000000002,6.604
5,17,1877,22,Anthony Johnson,Clare,Male,dark,dark,20.066000000000003,14.986,6.096
12,4,1881,22,Ryan Turner,St Catharine's,Male,light,fair,19.558,15.494,6.096
2,26,1894,22,Sean Williams,Fitzwilliam,Male,dark,dark,20.573999999999998,15.494,5.842
12,9,1879,20,Vincent Pearson,Jesus,Male,dark,jet-black,20.32,15.24,6.8580000000000005
5,24,1876,18,Kelly Gray,Queen's,Male,dark,jet-black,19.812,15.494,5.842
5,24,1870,20,Jesse Cox,St Catharine's,Male,dark,brown,20.573999999999998,15.24,6.604
4,14,1886,22,Jim Bell,Peterhouse,Male,medium,red,20.066000000000003,14.986,6.8580000000000005
11,14,1867,22,William Mcdonald,Magdalene,Male,dark,jet-black,20.32,14.986,5.842
9,6,1888,21,Sean Banks,Christ's,Male,light,red,19.558,15.748000000000001,6.8580000000000005
3,2,1869,21,Cameron Collins,Trinity,Male,medium,dark,19.812,14.478000000000002,5.588000000000001
12,8,1874,30,David Esparza,Gonville & Caius,Male,light,fair,19.304,14.986,6.096
8,1,1889,21,Eric Taylor,Queen's,Male,medium,brown,20.066000000000003,14.986,6.096
4,2,1892,20,Justin Peters,Christ's,Male,light,dark,19.812,14.986,6.096
11,20,1893,24,Devin Wilson,Jesus,Male,dark,dark,20.066000000000003,14.986,6.35
9,21,1889,20,Kurt Davis,St John's,Male,dark,jet-black,21.843999999999998,14.732,6.096
6,15,1895,22,Craig Miller,King's,Male,dark,fair,20.32,14.986,5.3340000000000005
3,20,1887,19,William Rivera,Peterhouse,Male,light,jet-black,20.066000000000003,14.732,6.35
11,14,1896,19,James Davis,Trinity Hall,Male,dark,brown,19.05,14.478000000000002,6.35
9,14,1880,18,Alejandro Leblanc,Jesus,Male,dark,dark,20.066000000000003,15.24,5.842
7,15,1869,24,Tracy Hernandez,Emmanuel,Male,medium,fair,19.304,15.748000000000001,6.35
3,1,1896,23,John Gibson,Pembroke,Male,dark,fair,18.541999999999998,15.24,5.842
6,27,1866,25,Charles Cooper,Trinity,Male,medium,dark,20.066000000000003,15.748000000000001,5.842
5,1,1877,21,William Nichols,Pembroke,Male,dark,dark,19.558,14.732,6.096
11,21,1894,18,Paul Ross,Trinity,Male,medium,dark,19.05,15.24,6.35
10,30,1874,23,Brandon Duran,St John's,Male,medium,jet-black,19.558,15.24,6.35
2,6,1895,18,Corey Roach,Downing,Male,dark,red,20.32,14.986,5.842
5,15,1890,23,Thomas Johnson,King's,Male,dark,dark,20.066000000000003,16.51,6.35
6,29,1893,18,James Perkins,Selwyn,Male,dark,fair,21.082,15.24,5.842
11,13,1883,18,Richard Mcclain,Trinity,Male,light,dark,19.558,15.24,6.604
3,20,1868,23,Arthur Erickson,Fitzwilliam,Male,dark,brown,18.796000000000003,14.478000000000002,6.8580000000000005
12,19,1889,22,Michael Porter,Trinity,Male,light,brown,19.304,14.986,5.842
4,5,1876,20,William Russell,Trinity,Male,dark,brown,19.304,14.478000000000002,6.35
6,29,1879,20,Shawn Wyatt,St John's,Male,dark,fair,19.558,14.732,5.842
2,6,1874,22,Randy Lawson,Queen's,Male,dark,jet-black,19.304,15.748000000000001,6.8580000000000005
7,14,1872,23,Michael Warren,Trinity Hall,Male,dark,jet-black,19.05,14.986,5.842
2,17,1894,22,Dylan Guerra,Sidney Sussex,Male,medium,red,18.796000000000003,13.97,5.842
3,15,1884,24,Richard Lane,Queen's,Male,light,dark,19.812,14.986,5.842
7,10,1891,20,David Brown,Fitzwilliam,Male,dark,brown,19.812,15.494,6.096
1,4,1862,28,John Stephenson,Trinity,Male,dark,red,20.066000000000003,14.986,6.35
10,2,1865,27,Benjamin Torres,Emmanuel,Male,medium,dark,20.32,14.223999999999998,6.096
10,17,1882,21,Stephen Bryant,Downing,Male,medium,jet-black,20.828,15.748000000000001,5.842
6,28,1875,23,Paul Wilson,Jesus,Male,medium,jet-black,19.304,15.494,6.35
6,22,1887,21,Roy Coleman,Clare,Male,light,dark,20.573999999999998,15.24,6.096
3,29,1896,20,Michael Rivers,Pembroke,Male,dark,dark,19.304,15.24,6.35
9,19,1902,18,Jacob Murphy,Fitzwilliam,Male,medium,jet-black,20.573999999999998,14.732,6.096
3,18,1889,20,Michael Sims,Christ's,Male,medium,red,20.573999999999998,14.986,6.604
9,17,1901,19,Robert Hall,Peterhouse,Male,dark,jet-black,21.336000000000002,15.748000000000001,6.35
11,23,1873,20,Jose Blair,St John's,Male,light,fair,20.066000000000003,15.24,5.842
5,29,1880,18,Larry Jackson,St John's,Male,medium,dark,20.066000000000003,14.986,6.096
3,12,1863,26,Samuel Calderon,Queen's,Male,medium,jet-black,19.558,15.24,5.588000000000001
10,26,1868,21,Darryl Werner,Corpus Christi,Male,dark,brown,20.066000000000003,14.478000000000002,6.8580000000000005
9,18,1900,20,Brian Parrish,Clare,Male,dark,dark,19.304,14.732,6.096
5,4,1879,28,Carl Brady,Sidney Sussex,Male,dark,brown,20.32,15.24,6.604
4,21,1874,22,Kyle Johnson,Trinity Hall,Male,dark,fair,19.812,14.223999999999998,5.588000000000001
2,2,1875,21,Brian White,Clare,Male,dark,jet-black,20.066000000000003,15.24,6.096
4,24,1898,19,Joshua Gonzalez,St John's,Male,dark,red,20.066000000000003,14.478000000000002,5.588000000000001
10,30,1868,23,Dustin Campbell,Pembroke,Male,light,jet-black,20.828,14.478000000000002,6.096
6,13,1868,23,Cameron Brown,Trinity Hall,Male,dark,fair,19.05,16.51,6.096
2,21,1871,22,Jeffrey Ramirez,St John's,Male,dark,red,18.541999999999998,15.494,6.096
11,6,1886,20,Douglas Rogers,King's,Male,light,jet-black,19.812,14.986,5.842
5,6,1868,27,Jeremy Patton,St Edmund's,Male,dark,fair,20.573999999999998,15.24,6.35
1,27,1867,25,Jacob Lynch,Fitzwilliam,Male,medium,brown,18.796000000000003,15.24,6.096
